"hgnc_symbol","ensembl_gene_id","entrezgene_id","description","gene_biotype","transcript_length"
"MYL12A","ENSG00000101608",10627,"myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701]","protein_coding",1004
"CEP76","ENSG00000101624",79959,"centrosomal protein 76 [Source:HGNC Symbol;Acc:HGNC:25727]","protein_coding",3309
"ST8SIA5","ENSG00000101638",29906,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:17827]","protein_coding",13897
"CEP192","ENSG00000101639",55125,"centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515]","protein_coding",8635
"RNMT","ENSG00000101654",8731,"RNA guanine-7 methyltransferase [Source:HGNC Symbol;Acc:HGNC:10075]","protein_coding",6236
"SMAD7","ENSG00000101665",4092,"SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773]","protein_coding",3341
"LIPG","ENSG00000101670",9388,"lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]","protein_coding",10418
"LAMA1","ENSG00000101680",284217,"laminin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6481]","protein_coding",10374
"RNF125","ENSG00000101695",54941,"ring finger protein 125 [Source:HGNC Symbol;Acc:HGNC:21150]","protein_coding",5573
"ANKRD12","ENSG00000101745",23253,"ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135]","protein_coding",11284
"NOL4","ENSG00000101746",8715,"nucleolar protein 4 [Source:HGNC Symbol;Acc:HGNC:7870]","protein_coding",5319
"POLI","ENSG00000101751",11201,"DNA polymerase iota [Source:HGNC Symbol;Acc:HGNC:9182]","protein_coding",6020
"MIB1","ENSG00000101752",57534,"MIB E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086]","protein_coding",10100
"RBBP8","ENSG00000101773",5932,"RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]","protein_coding",3293
"RIOK3","ENSG00000101782",8780,"RIO kinase 3 [Source:HGNC Symbol;Acc:HGNC:11451]","protein_coding",3574
"CSTF2","ENSG00000101811",1478,"cleavage stimulation factor subunit 2 [Source:HGNC Symbol;Acc:HGNC:2484]","protein_coding",2630
"H2BW2","ENSG00000101812",286436,"H2B.W histone 2 [Source:HGNC Symbol;Acc:HGNC:27867]","protein_coding",1875
"MXRA5","ENSG00000101825",25878,"matrix remodeling associated 5 [Source:HGNC Symbol;Acc:HGNC:7539]","protein_coding",9804
"VSIG1","ENSG00000101842",340547,"V-set and immunoglobulin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28675]","protein_coding",3236
"PSMD10","ENSG00000101843",5716,"proteasome 26S subunit, non-ATPase 10 [Source:HGNC Symbol;Acc:HGNC:9555]","protein_coding",1470
"ATG4A","ENSG00000101844",115201,"autophagy related 4A cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16489]","protein_coding",2501
"STS","ENSG00000101846",412,"steroid sulfatase [Source:HGNC Symbol;Acc:HGNC:11425]","protein_coding",6622
"TBL1X","ENSG00000101849",6907,"transducin beta like 1 X-linked [Source:HGNC Symbol;Acc:HGNC:11585]","protein_coding",7061
"GPR143","ENSG00000101850",4935,"G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:HGNC:20145]","protein_coding",1645
"PGRMC1","ENSG00000101856",10857,"progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090]","protein_coding",1879
"POLA1","ENSG00000101868",5422,"DNA polymerase alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]","protein_coding",5765
"MID1","ENSG00000101871",4281,"midline 1 [Source:HGNC Symbol;Acc:HGNC:7095]","protein_coding",6393
"NKAP","ENSG00000101882",79576,"NFKB activating protein [Source:HGNC Symbol;Acc:HGNC:29873]","protein_coding",5942
"RHOXF1","ENSG00000101883",158800,"Rhox homeobox family member 1 [Source:HGNC Symbol;Acc:HGNC:29993]","protein_coding",3943
"NXT2","ENSG00000101888",55916,"nuclear transport factor 2 like export factor 2 [Source:HGNC Symbol;Acc:HGNC:18151]","protein_coding",2692
"GUCY2F","ENSG00000101890",2986,"guanylate cyclase 2F, retinal [Source:HGNC Symbol;Acc:HGNC:4691]","protein_coding",3728
"ATP1B4","ENSG00000101892",23439,"ATPase Na+/K+ transporting family member beta 4 [Source:HGNC Symbol;Acc:HGNC:808]","protein_coding",4757
"MCTS2","ENSG00000101898",100101490,"MCTS family member 2 [Source:HGNC Symbol;Acc:HGNC:49760]","protein_coding",2855
"ALG13","ENSG00000101901",79868,"ALG13 UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]","protein_coding",4113
"PRPS2","ENSG00000101911",5634,"phosphoribosyl pyrophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:9465]","protein_coding",2469
"TLR8","ENSG00000101916",51311,"toll like receptor 8 [Source:HGNC Symbol;Acc:HGNC:15632]","protein_coding",4216
"MOSPD1","ENSG00000101928",56180,"motile sperm domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25235]","protein_coding",2348
"AMMECR1","ENSG00000101935",9949,"AMMECR nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:467]","protein_coding",5424
"CHRDL1","ENSG00000101938",91851,"chordin like 1 [Source:HGNC Symbol;Acc:HGNC:29861]","protein_coding",3860
"WDR13","ENSG00000101940",64743,"WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]","protein_coding",5457
"SUV39H1","ENSG00000101945",6839,"SUV39H1 histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:11479]","protein_coding",2978
"PAGE4","ENSG00000101951",9506,"PAGE family member 4 [Source:HGNC Symbol;Acc:HGNC:4108]","protein_coding",1494
"SRPX","ENSG00000101955",8406,"sushi repeat containing protein X-linked [Source:HGNC Symbol;Acc:HGNC:11309]","protein_coding",1846
"GLRA2","ENSG00000101958",2742,"glycine receptor alpha 2 [Source:HGNC Symbol;Acc:HGNC:4327]","protein_coding",3208
"XIAP","ENSG00000101966",331,"X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:HGNC:592]","protein_coding",8584
"STAG2","ENSG00000101972",10735,"STAG2 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:11355]","protein_coding",6885
"ATP11C","ENSG00000101974",286410,"ATPase phospholipid transporting 11C [Source:HGNC Symbol;Acc:HGNC:13554]","protein_coding",7019
"MCF2","ENSG00000101977",4168,"MCF.2 cell line derived transforming sequence [Source:HGNC Symbol;Acc:HGNC:6940]","protein_coding",3945
"F9","ENSG00000101981",2158,"coagulation factor IX [Source:HGNC Symbol;Acc:HGNC:3551]","protein_coding",2800
"ABCD1","ENSG00000101986",215,"ATP binding cassette subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:61]","protein_coding",3669
"CCDC22","ENSG00000101997",28952,"coiled-coil domain containing 22 [Source:HGNC Symbol;Acc:HGNC:28909]","protein_coding",2310
"CACNA1F","ENSG00000102001",778,"calcium voltage-gated channel subunit alpha1 F [Source:HGNC Symbol;Acc:HGNC:1393]","protein_coding",6070
"SYP","ENSG00000102003",6855,"synaptophysin [Source:HGNC Symbol;Acc:HGNC:11506]","protein_coding",3418
"PLP2","ENSG00000102007",5355,"proteolipid protein 2 [Source:HGNC Symbol;Acc:HGNC:9087]","protein_coding",1103
"BMX","ENSG00000102010",660,"BMX non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1079]","protein_coding",2598
"LUZP4","ENSG00000102021",51213,"leucine zipper protein 4 [Source:HGNC Symbol;Acc:HGNC:24971]","protein_coding",1746
"PLS3","ENSG00000102024",5358,"plastin 3 [Source:HGNC Symbol;Acc:HGNC:9091]","protein_coding",3288
"NAA10","ENSG00000102030",8260,"N-alpha-acetyltransferase 10, NatA catalytic subunit [Source:HGNC Symbol;Acc:HGNC:18704]","protein_coding",2467
"RENBP","ENSG00000102032",5973,"renin binding protein [Source:HGNC Symbol;Acc:HGNC:9959]","protein_coding",1334
"ELF4","ENSG00000102034",2000,"E74 like ETS transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3319]","protein_coding",5140
"SMARCA1","ENSG00000102038",6594,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 [Source:HGNC Symbol;Acc:HGNC:11097]","protein_coding",4291
"MTMR8","ENSG00000102043",55613,"myotubularin related protein 8 [Source:HGNC Symbol;Acc:HGNC:16825]","protein_coding",2660
"ASB9","ENSG00000102048",140462,"ankyrin repeat and SOCS box containing 9 [Source:HGNC Symbol;Acc:HGNC:17184]","protein_coding",1947
"ZC3H12B","ENSG00000102053",340554,"zinc finger CCCH-type containing 12B [Source:HGNC Symbol;Acc:HGNC:17407]","protein_coding",8269
"RBBP7","ENSG00000102054",5931,"RB binding protein 7, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9890]","protein_coding",4031
"PPP1R2C","ENSG00000102055",80316,"PPP1R2C family member C [Source:HGNC Symbol;Acc:HGNC:16324]","protein_coding",798
"KCND1","ENSG00000102057",3750,"potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]","protein_coding",4718
"OPN1LW","ENSG00000102076",5956,"opsin 1, long wave sensitive [Source:HGNC Symbol;Acc:HGNC:9936]","protein_coding",1242
"SLC25A14","ENSG00000102078",9016,"solute carrier family 25 member 14 [Source:HGNC Symbol;Acc:HGNC:10984]","protein_coding",1734
"FMR1","ENSG00000102081",2332,"fragile X messenger ribonucleoprotein 1 [Source:HGNC Symbol;Acc:HGNC:3775]","protein_coding",5731
"PIM2","ENSG00000102096",11040,"Pim-2 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8987]","protein_coding",2075
"SCML2","ENSG00000102098",10389,"Scm polycomb group protein like 2 [Source:HGNC Symbol;Acc:HGNC:10581]","protein_coding",4162
"SLC35A2","ENSG00000102100",7355,"solute carrier family 35 member A2 [Source:HGNC Symbol;Acc:HGNC:11022]","protein_coding",3047
"PQBP1","ENSG00000102103",10084,"polyglutamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9330]","protein_coding",2371
"RS1","ENSG00000102104",6247,"retinoschisin 1 [Source:HGNC Symbol;Acc:HGNC:10457]","protein_coding",3031
"PCSK1N","ENSG00000102109",27344,"proprotein convertase subtilisin/kexin type 1 inhibitor [Source:HGNC Symbol;Acc:HGNC:17301]","protein_coding",1025
"EMD","ENSG00000102119",2010,"emerin [Source:HGNC Symbol;Acc:HGNC:3331]","protein_coding",1284
"TAFAZZIN","ENSG00000102125",6901,"tafazzin, phospholipid-lysophospholipid transacylase [Source:HGNC Symbol;Acc:HGNC:11577]","protein_coding",3007
"RAB40AL","ENSG00000102128",282808,"RAB40A like [Source:HGNC Symbol;Acc:HGNC:25410]","protein_coding",1029
"PGK1","ENSG00000102144",5230,"phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]","protein_coding",4812
"GATA1","ENSG00000102145",2623,"GATA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4170]","protein_coding",1529
"MAGT1","ENSG00000102158",84061,"magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]","protein_coding",4506
"SMS","ENSG00000102172",6611,"spermine synthase [Source:HGNC Symbol;Acc:HGNC:11123]","protein_coding",1703
"PHEX","ENSG00000102174",5251,"phosphate regulating endopeptidase X-linked [Source:HGNC Symbol;Acc:HGNC:8918]","protein_coding",6288
"UBL4A","ENSG00000102178",8266,"ubiquitin like 4A [Source:HGNC Symbol;Acc:HGNC:12505]","protein_coding",2327
"CD99L2","ENSG00000102181",83692,"CD99 molecule like 2 [Source:HGNC Symbol;Acc:HGNC:18237]","protein_coding",4935
"EEA1","ENSG00000102189",8411,"early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]","protein_coding",9839
"GPR50","ENSG00000102195",9248,"G protein-coupled receptor 50 [Source:HGNC Symbol;Acc:HGNC:4506]","protein_coding",2020
"RP2","ENSG00000102218",6102,"RP2 activator of ARL3 GTPase [Source:HGNC Symbol;Acc:HGNC:10274]","protein_coding",3700
"JADE3","ENSG00000102221",9767,"jade family PHD finger 3 [Source:HGNC Symbol;Acc:HGNC:22982]","protein_coding",4947
"CDK16","ENSG00000102225",5127,"cyclin dependent kinase 16 [Source:HGNC Symbol;Acc:HGNC:8749]","protein_coding",3158
"USP11","ENSG00000102226",8237,"ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]","protein_coding",3467
"PCYT1B","ENSG00000102230",9468,"phosphate cytidylyltransferase 1B, choline [Source:HGNC Symbol;Acc:HGNC:8755]","protein_coding",5558
"BRS3","ENSG00000102239",680,"bombesin receptor subtype 3 [Source:HGNC Symbol;Acc:HGNC:1113]","protein_coding",2773
"HTATSF1","ENSG00000102241",27336,"HIV-1 Tat specific factor 1 [Source:HGNC Symbol;Acc:HGNC:5276]","protein_coding",3019
"VGLL1","ENSG00000102243",51442,"vestigial like family member 1 [Source:HGNC Symbol;Acc:HGNC:20985]","protein_coding",1144
"CD40LG","ENSG00000102245",959,"CD40 ligand [Source:HGNC Symbol;Acc:HGNC:11935]","protein_coding",4457
"TIMP1","ENSG00000102265",7076,"TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]","protein_coding",1095
"KLHL4","ENSG00000102271",56062,"kelch like family member 4 [Source:HGNC Symbol;Acc:HGNC:6355]","protein_coding",5765
"GABRE","ENSG00000102287",2564,"gamma-aminobutyric acid type A receptor subunit epsilon [Source:HGNC Symbol;Acc:HGNC:4085]","protein_coding",6176
"PCDH11X","ENSG00000102290",27328,"protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]","protein_coding",9179
"FGD1","ENSG00000102302",2245,"FYVE, RhoGEF and PH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3663]","protein_coding",4343
"PIN4","ENSG00000102309",5303,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4 [Source:HGNC Symbol;Acc:HGNC:8992]","protein_coding",1960
"PORCN","ENSG00000102312",64840,"porcupine O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:17652]","protein_coding",3298
"ITIH6","ENSG00000102313",347365,"inter-alpha-trypsin inhibitor heavy chain family member 6 [Source:HGNC Symbol;Acc:HGNC:28907]","protein_coding",4964
"MAGED2","ENSG00000102316",10916,"MAGE family member D2 [Source:HGNC Symbol;Acc:HGNC:16353]","protein_coding",2177
"RBM3","ENSG00000102317",5935,"RNA binding motif protein 3 [Source:HGNC Symbol;Acc:HGNC:9900]","protein_coding",4298
"KLF8","ENSG00000102349",11279,"KLF transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:6351]","protein_coding",9096
"SRPX2","ENSG00000102359",27286,"sushi repeat containing protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]","protein_coding",6646
"SYTL4","ENSG00000102362",94121,"synaptotagmin like 4 [Source:HGNC Symbol;Acc:HGNC:15588]","protein_coding",6775
"ZDHHC15","ENSG00000102383",158866,"zinc finger DHHC-type palmitoyltransferase 15 [Source:HGNC Symbol;Acc:HGNC:20342]","protein_coding",6012
"CENPI","ENSG00000102384",2491,"centromere protein I [Source:HGNC Symbol;Acc:HGNC:3968]","protein_coding",5584
"DRP2","ENSG00000102385",1821,"dystrophin related protein 2 [Source:HGNC Symbol;Acc:HGNC:3032]","protein_coding",7282
"TAF7L","ENSG00000102387",54457,"TATA-box binding protein associated factor 7 like [Source:HGNC Symbol;Acc:HGNC:11548]","protein_coding",2341
"PBDC1","ENSG00000102390",51260,"polysaccharide biosynthesis domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28790]","protein_coding",1632
"GLA","ENSG00000102393",2717,"galactosidase alpha [Source:HGNC Symbol;Acc:HGNC:4296]","protein_coding",4163
"ARMCX3","ENSG00000102401",51566,"armadillo repeat containing X-linked 3 [Source:HGNC Symbol;Acc:HGNC:24065]","protein_coding",3730
"BEX4","ENSG00000102409",56271,"brain expressed X-linked 4 [Source:HGNC Symbol;Acc:HGNC:25475]","protein_coding",1312
"RUBCNL","ENSG00000102445",80183,"rubicon like autophagy enhancer [Source:HGNC Symbol;Acc:HGNC:20420]","protein_coding",11293
"NALCN","ENSG00000102452",259232,"sodium leak channel, non-selective [Source:HGNC Symbol;Acc:HGNC:19082]","protein_coding",7105
"FGF14","ENSG00000102466",2259,"fibroblast growth factor 14 [Source:HGNC Symbol;Acc:HGNC:3671]","protein_coding",13156
"HTR2A","ENSG00000102468",3356,"5-hydroxytryptamine receptor 2A [Source:HGNC Symbol;Acc:HGNC:5293]","protein_coding",5415
"NDFIP2","ENSG00000102471",54602,"Nedd4 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18537]","protein_coding",6212
"TNFSF13B","ENSG00000102524",10673,"TNF superfamily member 13b [Source:HGNC Symbol;Acc:HGNC:11929]","protein_coding",2614
"FNDC3A","ENSG00000102531",22862,"fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296]","protein_coding",6328
"MLNR","ENSG00000102539",2862,"motilin receptor [Source:HGNC Symbol;Acc:HGNC:4495]","protein_coding",1239
"CDADC1","ENSG00000102543",81602,"cytidine and dCMP deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20299]","protein_coding",3386
"CAB39L","ENSG00000102547",81617,"calcium binding protein 39 like [Source:HGNC Symbol;Acc:HGNC:20290]","protein_coding",3692
"KLF5","ENSG00000102554",688,"KLF transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]","protein_coding",3349
"STK24","ENSG00000102572",8428,"serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403]","protein_coding",9605
"ACP5","ENSG00000102575",54,"acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]","protein_coding",3304
"DNAJC3","ENSG00000102580",5611,"DnaJ heat shock protein family (Hsp40) member C3 [Source:HGNC Symbol;Acc:HGNC:9439]","protein_coding",5590
"UGGT2","ENSG00000102595",55757,"UDP-glucose glycoprotein glucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15664]","protein_coding",4850
"ARHGEF7","ENSG00000102606",8874,"Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607]","protein_coding",5525
"FGF9","ENSG00000102678",2254,"fibroblast growth factor 9 [Source:HGNC Symbol;Acc:HGNC:3687]","protein_coding",4530
"SGCG","ENSG00000102683",6445,"sarcoglycan gamma [Source:HGNC Symbol;Acc:HGNC:10809]","protein_coding",1594
"PARP4","ENSG00000102699",143,"poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271]","protein_coding",5437
"SUPT20H","ENSG00000102710",55578,"SPT20 homolog, SAGA complex component [Source:HGNC Symbol;Acc:HGNC:20596]","protein_coding",3811
"MRPS31","ENSG00000102738",10240,"mitochondrial ribosomal protein S31 [Source:HGNC Symbol;Acc:HGNC:16632]","protein_coding",1486
"SLC25A15","ENSG00000102743",10166,"solute carrier family 25 member 15 [Source:HGNC Symbol;Acc:HGNC:10985]","protein_coding",3964
"KPNA3","ENSG00000102753",3839,"karyopherin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6396]","protein_coding",4222
"FLT1","ENSG00000102755",2321,"fms related receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763]","protein_coding",7123
"RGCC","ENSG00000102760",28984,"regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]","protein_coding",958
"VWA8","ENSG00000102763",23078,"von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071]","protein_coding",7174
"DGKH","ENSG00000102780",160851,"diacylglycerol kinase eta [Source:HGNC Symbol;Acc:HGNC:2854]","protein_coding",17497
"KATNAL1","ENSG00000102781",84056,"katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361]","protein_coding",7618
"INTS6","ENSG00000102786",26512,"integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]","protein_coding",15428
"ACOD1","ENSG00000102794",730249,"aconitate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:33904]","protein_coding",2147
"DHRS12","ENSG00000102796",79758,"dehydrogenase/reductase 12 [Source:HGNC Symbol;Acc:HGNC:25832]","protein_coding",1970
"MEDAG","ENSG00000102802",84935,"mesenteric estrogen dependent adipogenesis [Source:HGNC Symbol;Acc:HGNC:25926]","protein_coding",2294
"TSC22D1","ENSG00000102804",8848,"TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826]","protein_coding",5961
"CLN5","ENSG00000102805",1203,"CLN5 intracellular trafficking protein [Source:HGNC Symbol;Acc:HGNC:2076]","protein_coding",6664
"OLFM4","ENSG00000102837",10562,"olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]","protein_coding",2843
"MSLN","ENSG00000102854",10232,"mesothelin [Source:HGNC Symbol;Acc:HGNC:7371]","protein_coding",2418
"MGRN1","ENSG00000102858",23295,"mahogunin ring finger 1 [Source:HGNC Symbol;Acc:HGNC:20254]","protein_coding",6425
"ZNF629","ENSG00000102870",23361,"zinc finger protein 629 [Source:HGNC Symbol;Acc:HGNC:29008]","protein_coding",6083
"TRADD","ENSG00000102871",8717,"TNFRSF1A associated via death domain [Source:HGNC Symbol;Acc:HGNC:12030]","protein_coding",1833
"HSF4","ENSG00000102878",3299,"heat shock transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:5227]","protein_coding",2289
"CORO1A","ENSG00000102879",11151,"coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]","protein_coding",2891
"MAPK3","ENSG00000102882",5595,"mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]","protein_coding",2567
"GDPD3","ENSG00000102886",79153,"glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28638]","protein_coding",1306
"ELMO3","ENSG00000102890",79767,"engulfment and cell motility 3 [Source:HGNC Symbol;Acc:HGNC:17289]","protein_coding",2511
"MT4","ENSG00000102891",84560,"metallothionein 4 [Source:HGNC Symbol;Acc:HGNC:18705]","protein_coding",270
"PHKB","ENSG00000102893",5257,"phosphorylase kinase regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:8927]","protein_coding",5464
"LYRM1","ENSG00000102897",57149,"LYR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25074]","protein_coding",1695
"NUTF2","ENSG00000102898",10204,"nuclear transport factor 2 [Source:HGNC Symbol;Acc:HGNC:13722]","protein_coding",2846
"NUP93","ENSG00000102900",9688,"nucleoporin 93 [Source:HGNC Symbol;Acc:HGNC:28958]","protein_coding",8257
"CENPT","ENSG00000102901",80152,"centromere protein T [Source:HGNC Symbol;Acc:HGNC:25787]","protein_coding",2957
"TSNAXIP1","ENSG00000102904",55815,"translin associated factor X interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18586]","protein_coding",2517
"NFAT5","ENSG00000102908",10725,"nuclear factor of activated T cells 5 [Source:HGNC Symbol;Acc:HGNC:7774]","protein_coding",14219
"LONP2","ENSG00000102910",83752,"lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:HGNC:20598]","protein_coding",8195
"N4BP1","ENSG00000102921",9683,"NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850]","protein_coding",7077
"CBLN1","ENSG00000102924",869,"cerebellin 1 precursor [Source:HGNC Symbol;Acc:HGNC:1543]","protein_coding",2442
"ARL2BP","ENSG00000102931",23568,"ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]","protein_coding",1969
"PLLP","ENSG00000102934",51090,"plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]","protein_coding",7578
"ZNF423","ENSG00000102935",23090,"zinc finger protein 423 [Source:HGNC Symbol;Acc:HGNC:16762]","protein_coding",7968
"CCL22","ENSG00000102962",6367,"C-C motif chemokine ligand 22 [Source:HGNC Symbol;Acc:HGNC:10621]","protein_coding",2917
"DHODH","ENSG00000102967",1723,"dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:HGNC:2867]","protein_coding",4824
"CCL17","ENSG00000102970",6361,"C-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:10615]","protein_coding",616
"CTCF","ENSG00000102974",10664,"CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]","protein_coding",4802
"ACD","ENSG00000102977",65057,"ACD shelterin complex subunit and telomerase recruitment factor [Source:HGNC Symbol;Acc:HGNC:25070]","protein_coding",2548
"POLR2C","ENSG00000102978",5432,"RNA polymerase II subunit C [Source:HGNC Symbol;Acc:HGNC:9189]","protein_coding",1764
"PARD6A","ENSG00000102981",50855,"par-6 family cell polarity regulator alpha [Source:HGNC Symbol;Acc:HGNC:15943]","protein_coding",1281
"ZNF821","ENSG00000102984",55565,"zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043]","protein_coding",1987
"MMP15","ENSG00000102996",4324,"matrix metallopeptidase 15 [Source:HGNC Symbol;Acc:HGNC:7161]","protein_coding",4062
"USB1","ENSG00000103005",79650,"U6 snRNA biogenesis phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:25792]","protein_coding",3888
"CYB5B","ENSG00000103018",80777,"cytochrome b5 type B [Source:HGNC Symbol;Acc:HGNC:24374]","protein_coding",4262
"CFAP263","ENSG00000103021",29070,"cilia and flagella associated protein 263 [Source:HGNC Symbol;Acc:HGNC:25002]","protein_coding",5272
"PRSS54","ENSG00000103023",221191,"serine protease 54 [Source:HGNC Symbol;Acc:HGNC:26336]","protein_coding",1810
"NME3","ENSG00000103024",4832,"NME/NM23 nucleoside diphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:7851]","protein_coding",1014
"NDRG4","ENSG00000103034",65009,"NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466]","protein_coding",5116
"PSMD7","ENSG00000103035",5713,"proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]","protein_coding",1631
"SETD6","ENSG00000103037",79918,"SET domain containing 6, protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:26116]","protein_coding",6256
"SLC38A7","ENSG00000103042",55238,"solute carrier family 38 member 7 [Source:HGNC Symbol;Acc:HGNC:25582]","protein_coding",4549
"VAC14","ENSG00000103043",55697,"VAC14 component of PIKFYVE complex [Source:HGNC Symbol;Acc:HGNC:25507]","protein_coding",3609
"HAS3","ENSG00000103044",3038,"hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]","protein_coding",4220
"TANGO6","ENSG00000103047",79613,"transport and golgi organization 6 homolog [Source:HGNC Symbol;Acc:HGNC:25749]","protein_coding",4893
"COG4","ENSG00000103051",25839,"component of oligomeric golgi complex 4 [Source:HGNC Symbol;Acc:HGNC:18620]","protein_coding",3576
"SMPD3","ENSG00000103056",55512,"sphingomyelin phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:14240]","protein_coding",5271
"SLC7A6OS","ENSG00000103061",84138,"solute carrier family 7 member 6 opposite strand [Source:HGNC Symbol;Acc:HGNC:25807]","protein_coding",4191
"SLC7A6","ENSG00000103064",9057,"solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]","protein_coding",6308
"PLA2G15","ENSG00000103066",23659,"phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]","protein_coding",3121
"ESRP2","ENSG00000103067",80004,"epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]","protein_coding",3429
